,subsr,SMRY
97,60593000,"외톨이가 보낸 소포 - 버지니아 공대 총기난사. 2007년 4월 15일, 미국의 한 대학교 캠퍼스는 축제로 인해 열기가 뜨거웠다. 승우 씨와 규민 씨도 축제를 즐기고 집에 갈 채비를 하려던 그때, 누군가 다급히 와서 건물에 문제가 생겼으니 나가지 말고 대기하라는 말을 전했다."
98,62421000,"외톨이가 보낸 소포 - 버지니아 공대 총기난사. 2007년 4월 15일, 미국의 한 대학교 캠퍼스는 축제로 인해 열기가 뜨거웠다. 승우 씨와 규민 씨도 축제를 즐기고 집에 갈 채비를 하려던 그때, 누군가 다급히 와서 건물에 문제가 생겼으니 나가지 말고 대기하라는 말을 전했다."
99,60593000,"외톨이가 보낸 소포 - 버지니아 공대 총기난사. 2007년 4월 15일, 미국의 한 대학교 캠퍼스는 축제로 인해 열기가 뜨거웠다. 승우 씨와 규민 씨도 축제를 즐기고 집에 갈 채비를 하려던 그때, 누군가 다급히 와서 건물에 문제가 생겼으니 나가지 말고 대기하라는 말을 전했다."
100,62421000,"외톨이가 보낸 소포 - 버지니아 공대 총기난사. 2007년 4월 15일, 미국의 한 대학교 캠퍼스는 축제로 인해 열기가 뜨거웠다. 승우 씨와 규민 씨도 축제를 즐기고 집에 갈 채비를 하려던 그때, 누군가 다급히 와서 건물에 문제가 생겼으니 나가지 말고 대기하라는 말을 전했다."
101,65443000,"이방인 엄마의 살인 고백, 295호의 비밀."
102,65941000,"첫 번째 실화 연희동 난동남. 한 남성의 난동으로 밤낮없이 전쟁을 치르고 있다며 도움을 요청한 제보자. 보내온 영상 속에는 괴성을 지르며 주민들에게 행패를 부리는 모습이 담겨 있었다. 술병, 벽돌, 살림 도구 등 각종 물건을 투척하며 주민들에게 위협을 일삼는데..."
103,64154000,"[신년기획 세계사를 바꾼 승부 4편] 일본 전국시대, 최후의 승자는? 임진왜란의 원흉이자 빌런의 대명사로 알려진 도요토미 히데요시. 그러나 그는 일본인들이 좋아하는 인물 중 상위권을 차지하고 있다. 혼란과 분열의 전국시대를 평정한 그의 비결은 무엇이었을까?"
104,66885000,"[한 지붕 해녀 오총사 1부] 해녀들이 하나둘씩 배 위로 올라온다. 그렇게 총 다섯. 바로 가덕도에서 한 지붕 아래 살고 있는 해녀 오총사다. 누가 많이 잡았든, 적게 잡았든 상관없이 언제나 똑같이 나눈다는 해녀들이다. 이렇게 살아온 세월도 자그마치 15년이다."
105,65696000,"[당신, 부숴버릴 거야 - 고유정 전남편 살인사건] 2019년 5월 25일, 2년 만에 자신의 여섯 살 아들을 만나러 제주도로 향한 아버지 강 씨. 설레는 마음을 감추지 못했던 그는 세상에서 가장 행복한 순간에 아들과 영원히 이별하게 되는데..."
106,64659000,"[당신, 부숴버릴 거야 - 고유정 전남편 살인사건] 2019년 5월 25일, 2년 만에 자신의 여섯 살 아들을 만나러 제주도로 향한 아버지 강 씨. 설레는 마음을 감추지 못했던 그는 세상에서 가장 행복한 순간에 아들과 영원히 이별하게 되는데..."
107,61683000,[우당탕탕 네쌍둥이 육아전쟁 5부] 네쌍둥이 중 6개월 가까이 병원 신세를 졌던 문별이가 퇴원을 할 수 있게 됐단 소식에 부부는 무거웠던 마음의 짐을 내려놓는다. 육아전쟁 앞에 고단한이라는 말 대신 행복한이라는 수식어를 붙인 부부의 힘찬 하루가 또 시작된다.
108,63030000,"명실상부 현역 거장, 그러나 미디어에서 접하기 어려웠던... 영화계 별, 크리스토퍼 놀란과 수다 떨고 왔습니다!"
109,65260000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
110,64495000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
111,64536000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
112,64520000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
113,66309000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
114,64536000,"마을의 숨겨진 살인마 - 사라진 308명. 1970년 여름, 남양주의 한마을에서 사람들이 집단으로 기절한다. 지나가다가 앉아 쉬다가... 순식간에 쓰러진 사람 수만 80여 명! 같은 마을, 배수구를 뚫으러 맨홀에 들어간 세 사람이 갑자기 사망하는 일이 또 발생하는데..."
115,65260000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
116,65941000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
117,64520000,"나를 꺼내줘 - 생존 좌표, 지하 125m. 1967년 8월 22일, 평화로운 광산촌의 오후. 초등학생 정옥이는 밖에서 신나게 놀다가 집으로 돌아가는데 멀리 마을 입구가 인파로 가득하다. 바로 아버지가 일하시던 광산이 무너진 것! 매몰된 사람은 단 한 명, 정옥의 아버지였다."
118,64495000,"First In, Last Out. 국민에게 화재에 대한 이해와 경각심을 높이고 화재를 예방하게 하여 국민의 재산과 생명을 보호하는 것을 목적으로 제정된 소방의 날 11월 9일. 이날을 맞아 First In, Last Out, 제일 먼저 들어가서 가장 마지막에 나오는 소방관의 이야기를 들어본다."
119,66873000,"보라카이, 죽음의 여행 - 호텔 밀실 사망 미스터리. 2020년 1월 17일 밤, 필리핀 보라카이로 여행을 떠났던 민우 씨가 사망했다는 황당한 전화에 가족들은 보이스피싱을 의심했다. 혹시나 하는 불길한 느낌에 가족들은 외교부에 문의하고 나서야 거짓말이 아님을 알게 되었다."
120,65941000,"보라카이, 죽음의 여행 - 호텔 밀실 사망 미스터리. 2020년 1월 17일 밤, 필리핀 보라카이로 여행을 떠났던 민우 씨가 사망했다는 황당한 전화에 가족들은 보이스피싱을 의심했다. 혹시나 하는 불길한 느낌에 가족들은 외교부에 문의하고 나서야 거짓말이 아님을 알게 되었다."
121,66163000,택배 알바에 학습지 영업까지 동분서주 달리는 프로N잡러가 된 아내. 생활비를 못 준다는 남편?! 생활비를 줄 거라 큰소리치는데... 아내는 그저 답답한 마음뿐. 그리고 아내가 흘리는 눈물... 오 박사마저 눈물짓게 한 아내의 사연은?
122,65386000,"[생명의 쉼터, 숲길에 서다 - 동서 트레일] 숲의 생태적, 환경적, 역사적, 문화적 가치가 다채롭게 어우러져 국민들이 즐겨 찾는 숲길로 탄생할 동서 트레일. 동서 트레일로 산과 숲을 통해 삶의 희망을 일구는 남성현 산림청장과 배상미 대한 산악연맹 부회장이 향한다."
123,65386000,"[생명의 쉼터, 숲길에 서다 - 동서 트레일] 숲의 생태적, 환경적, 역사적, 문화적 가치가 다채롭게 어우러져 국민들이 즐겨 찾는 숲길로 탄생할 동서 트레일. 동서 트레일로 산과 숲을 통해 삶의 희망을 일구는 남성현 산림청장과 배상미 대한 산악연맹 부회장이 향한다."
124,62421000,"[507회, 508회 통합본] 1. 그날 탱크로리는 왜, 8중 추돌 사고를 일으켰나? 2. 살려주세요! 일가족 외침에 기적처럼 등장한 사다리차."
125,63419000,"미궁으로 남은 마지막 행선지 - 윤세준 일본 실종 사건. 윤세준 씨가 한 달간 남긴 흔적을 토대로 그의 행적을 재구성하고, 일본 현지에서 전문가의 지리적 프로파일링을 통해 마지막 숙소와 행선지를 추적한다."
126,65260000,"내 꿈은 가난하지 않았다 - 1982 최후의 도전. 1970년대 사람들을 열광케 한 국민 스포츠, 복싱! 유난히 가난했던 집에서 태어난 김득구는 가족들 몰래 홀로 상경해 힘겨운 나날을 보내고 있었다. 그런 그에게 맨주먹 하나로 인생 역전을 이룰 수 있는 복싱은 희망이었다."
127,64536000,"살인의 계절 - 윤노파 살인사건. 1981년 8월, 당직을 서고 있던 용산 경찰서 형사계 최 반장은 한 통의 전화를 받는다. 저... 지금 좀 와보셔야 할 것 같습니다. 조급한 목소리의 발신지는 관할 파출소! 최 반장은 끔찍한 사건이 일어났다는 한 적산가옥 안으로 들어가는데..."
128,65696000,"[악마를 보았다 - 사바이 단란 주점 살인 사건] 1998년 6월 14일 새벽, 정차 중이던 택시 기사는 끔찍한 현장을 목격한다. 목에 치명상을 입은 채 건물 앞에 쓰러져 있는 피투성이의 여성 한 명. 그런데 그녀가 내뱉은 말은 더 충격적이었다. 저 밑에도 사람이 죽었어요..."
129,61683000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
130,65954000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
131,61683000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
132,64659000,"1부: 죽음의 추적자. 때로는 부족한 단서가, 때로는 설명할 수 없는 흔적이 진실을 밝히려는 국과수 연구원을 고민에 빠지게 한다. 그러나 이들은 억울한 자가 생기지 않도록 포기하지 않고 끝까지 죽음의 진실을 추적할 것이라고 말한다."
133,65696000,"1부: 죽음의 추적자. 때로는 부족한 단서가, 때로는 설명할 수 없는 흔적이 진실을 밝히려는 국과수 연구원을 고민에 빠지게 한다. 그러나 이들은 억울한 자가 생기지 않도록 포기하지 않고 끝까지 죽음의 진실을 추적할 것이라고 말한다."
134,65696000,"[아빠, 어디야?] 오늘도 어김없이 아빠 정호 씨(45)를 찾는 주아(5)의 목소리가 들린다. 아빠와 잠시라도 떨어져 있으면 전화해서 물어보고 자다가도 불을 켜서 아빠를 찾는 주아. 아빠가 일하는 동안에도 수시로 전화해서 아빠를 찾아 일에 집중하기 어려울 때도 많다는데..."
135,65941000,"[오빠 뛰어!] 2019년 6월 어느 날, 불길한 친구들의 물놀이.. 이은해와 내연남 조현수의 계획 살인! 끼니를 해결할 돈조차 없었던 피해자. 드라마보다 더 무서운 현실..."
136,64495000,"전설의 타이거 헌터 - 78년 만의 귀환. 2021년 여름, 늦은 밤 대학교 연구실로 전화 한 통이 걸려 왔다. 전화를 받은 박 교수는 예상치 못한 부탁에 깜짝 놀란다. 시신을 찾고 있는데, 도와주실 수 있나요? 그것도 국내가 아닌 먼 해외에 있는 시신을 찾아달라는 부탁이었다."
137,64130000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
138,64130000,본 회차는 방송사의 사정으로 줄거리를 제공하지 않습니다.
139,66873000,빌보드와 걸그룹 - 누가 날개를 꺾었나. [피프티 피프티] 전속계약 분쟁 사태를 둘러싼 진실공방과 K팝 아이돌 산업의 구조적인 문제점을 파헤친다.
140,64495000,"낙동강변 살인사건 - 분홍 보따리의 기적. 1990년 1월 4일, 부산이 발칵 뒤집힐만한 끔찍한 사건이 벌어진다. 낙동강변에서 데이트하던 남녀를 상대로 강도 살인 사건이 일어난 것. 여자는 잔혹하게 살해당한 채 갈대숲에서 발견이 됐고, 동승자인 남자는 겨우 목숨을 건졌다."
141,64495000,"낙동강변 살인사건 - 분홍 보따리의 기적. 1990년 1월 4일, 부산이 발칵 뒤집힐만한 끔찍한 사건이 벌어진다. 낙동강변에서 데이트하던 남녀를 상대로 강도 살인 사건이 일어난 것. 여자는 잔혹하게 살해당한 채 갈대숲에서 발견이 됐고, 동승자인 남자는 겨우 목숨을 건졌다."
142,64495000,"낙동강변 살인사건 - 분홍 보따리의 기적. 1990년 1월 4일, 부산이 발칵 뒤집힐만한 끔찍한 사건이 벌어진다. 낙동강변에서 데이트하던 남녀를 상대로 강도 살인 사건이 일어난 것. 여자는 잔혹하게 살해당한 채 갈대숲에서 발견이 됐고, 동승자인 남자는 겨우 목숨을 건졌다."
143,65260000,"낙동강변 살인사건 - 분홍 보따리의 기적. 1990년 1월 4일, 부산이 발칵 뒤집힐만한 끔찍한 사건이 벌어진다. 낙동강변에서 데이트하던 남녀를 상대로 강도 살인 사건이 일어난 것. 여자는 잔혹하게 살해당한 채 갈대숲에서 발견이 됐고, 동승자인 남자는 겨우 목숨을 건졌다."
144,66885000,[스리랑카 명선 스님 인연 3부] 명선 스님은 과거에 머물렀던 송광사에 방문해 학업을 배웠던 방장 스님도 만나 초심을 다시 되찾는다. 더불어 명선스님은 고국에서의 시절을 추억할 수 있는 스리랑카 문화원에도 들리며 옛 시절을 떠올린다.
145,66885000,"[스리랑카 명선 스님 인연 2부] 원경 스님이 운영하는 급식소에서 봉사하며 학교 수업도 놓치지 않는 명선 스님. 명선 스님은 이 모든 것이 연결되어 있는 일이라고 말한다. 시간은 바쁘게 흘러가며 부처님 오신 날이 다가오는데, 하필 비가 내린다."
146,65941000,"[엄마는 보물상 3부] 고물상을 하면서 삼 남매를 반듯하게 키워낸 정보 씨와 은영 씨 부부. 일터에선 매일 사랑과 전쟁을 오가는데. 일 잘한다고 환하게 웃어주던 은영 씨, 맘에 안 들면 잔소리 폭탄을 날린다."
